SCENARIO_ID,PNODE_NAME,PERIOD_ID,LMP
1,DR.NORTH,17-JUL-2020 13,30.06
1,DR.SOUTH_EAST,17-JUL-2020 13,30.18
1,LD.KENT    230 KNT2,17-JUL-2020 13,30.18
1,LD.KENT    345 KNT1,17-JUL-2020 13,30.18
1,LD.MIDWAY  345,17-JUL-2020 13,30.14
1,LD.MIDWAY  345 MID1,17-JUL-2020 13,30.14
1,LD.MIDWAY  345 MID2,17-JUL-2020 13,30.14
1,LD.PARKCITY345 LPRK,17-JUL-2020 13,30.18
1,LD.SOLITUDE230 LSOL,17-JUL-2020 13,30.02
1,LD.SUNDANCE345 LSUN,17-JUL-2020 13,30.11
1,LD.VICTORIA345 LVIC,17-JUL-2020 13,30.18
1,UN.ALTA    345 PRIV,17-JUL-2020 13,30.17
1,UN.ALTA    345 UALT,17-JUL-2020 13,30.17
1,UN.ALTA    345 UALT2,17-JUL-2020 13,30.17
1,UN.ALTA    345 UALT3,17-JUL-2020 13,30.17
1,UN.ALTA    345 UALTA,17-JUL-2020 13,30.17
1,UN.ALTA    345 UALTB,17-JUL-2020 13,30.17
1,UN.BRIGHTON345 UBGH,17-JUL-2020 13,30.14
1,UN.BRIGHTON345 UBGH2,17-JUL-2020 13,30.14
1,UN.KENT    345 UKEN,17-JUL-2020 13,30.18
1,UN.PARKCITY345 UPRK,17-JUL-2020 13,30.18
1,UN.SOLITUDE345 USOL,17-JUL-2020 13,30
1,UN.SUNDANCE345 USUN,17-JUL-2020 13,30.11
1,UN.VICTORIA345 UVIC,17-JUL-2020 13,30.18
1,.I.KENT    345 2,17-JUL-2020 14,30.18
1,.I.PARKCITY345 1,17-JUL-2020 14,30.18
1,.I.VICTORIA345 1,17-JUL-2020 14,30.18
1,.Z.NORTH,17-JUL-2020 14,30.06
1,.Z.SOUTH,17-JUL-2020 14,30.16
1,AR.BRIGHTON345 UBGH2P,17-JUL-2020 14,30.14
1,AR.BRIGHTON345 UBGHP,17-JUL-2020 14,30.14
1,AR.SUNDANCE345 FAIRC,17-JUL-2020 14,30.11
1,DR.NORTH,17-JUL-2020 14,30.06
1,DR.SOUTH_EAST,17-JUL-2020 14,30.18
1,LD.KENT    230 KNT2,17-JUL-2020 14,30.18
1,LD.KENT    345 KNT1,17-JUL-2020 14,30.18
1,LD.MIDWAY  345,17-JUL-2020 14,30.14
1,LD.MIDWAY  345 MID1,17-JUL-2020 14,30.14
1,LD.MIDWAY  345 MID2,17-JUL-2020 14,30.14
1,LD.PARKCITY345 LPRK,17-JUL-2020 14,30.18
1,LD.SOLITUDE230 LSOL,17-JUL-2020 14,30.02
1,LD.SUNDANCE345 LSUN,17-JUL-2020 14,30.11
1,LD.VICTORIA345 LVIC,17-JUL-2020 14,30.18
1,UN.ALTA    345 PRIV,17-JUL-2020 14,30.17
1,UN.ALTA    345 UALT,17-JUL-2020 14,30.17
1,UN.ALTA    345 UALT2,17-JUL-2020 14,30.17
1,UN.ALTA    345 UALT3,17-JUL-2020 14,30.17
1,UN.ALTA    345 UALTA,17-JUL-2020 14,30.17
